brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
奇瑞,瑞虎3x,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/824cad6766644142b83d4b33b9a3e824~tplv-resize:640:0.png,790,"[5.29, 8.19]",奇瑞汽车,243,小型SUV,汽油,2023.08,3年或10万公里
宝骏,悦也,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/89571c98d16249bfa17a9e614ecedea0~tplv-resize:640:0.png,788,"[7.98, 8.98]",上汽通用五菱,244,小型SUV,纯电动,2023.05,3年或10万公里
仰望,仰望U8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6ab6732babb34e30b5e63c41a3eb5b08~tplv-resize:640:0.png,780,"[109.8, 109.8]",仰望,245,大型SUV,增程式,2023.09,6年或15万公里
丰田,丰田C-HR,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b0e1fef05cbb4a33be7c024e82deae95~tplv-resize:640:0.png,780,"[11.78, 16.08]",广汽丰田,246,小型SUV,汽油,2023.03,3年或10万公里
吉利几何,帝豪EV,https://p3-dcd.byteimg.com/img/motor-mis-img/0fd8b1fa3b9415afad38741c159dd3e5~tplv-resize:640:0.png,775,"[15.98, 16.98]",吉利几何,247,紧凑型车,纯电动,2022.08,1年或15万公里
SWM斯威汽车,斯威G05,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c925af638a1c4f7fb547993f1c3de73e~tplv-resize:640:0.png,771,"[8.69, 12.98]",SWM斯威汽车,248,中型SUV,汽油,2023.01,3年或6万公里
起亚,狮铂拓界,https://p9-dcd.byteimg.com/img/motor-mis-img/64635680904a46d6cc34230eaf9a9552~tplv-resize:640:0.png,752,"[14.78, 20.58]",起亚,251,紧凑型SUV,汽油,2022.11,5年或10万公里
奥迪,奥迪Q4 e-tron,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1a4aff7cb585445d897494310ccaaaad~tplv-resize:640:0.png,750,"[20.87, 28.27]",一汽-大众奥迪,252,紧凑型SUV,纯电动,2023.11,3年或10万公里
凯迪拉克,凯迪拉克XT4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a4bbf84f21a4ef991576b8619a433a1~tplv-resize:640:0.png,746,"[19.97, 24.87]",上汽通用凯迪拉克,253,紧凑型SUV,48V轻混系统,2023.05,3年不限公里
启辰,启辰大V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/70ada3c249cf4fd69983d811b1e04a39~tplv-resize:640:0.png,744,"[9.98, 11.88]",东风日产,254,紧凑型SUV,汽油,2023.09,3年或10万公里
奔腾,奔腾T90,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0f4e570b09094ad188f309de0dd5ae96~tplv-resize:640:0.png,738,"[9.5, 14.2]",一汽奔腾,255,紧凑型SUV,汽油,2023.06,3年或10万公里
路虎,发现运动版,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/743f005e7c5a414ebadb3d4376022ed7~tplv-resize:640:0.png,730,"[23.39, 25.19]",奇瑞捷豹路虎,256,中型SUV,48V轻混系统,2023.07,3年或10万公里
捷途,捷途X70S EV,https://p9-dcd.byteimg.com/img/motor-mis-img/f4e6e2fbaa0cecf457663534e094c6f1~tplv-resize:640:0.png,727,"[16.48, 17.48]",奇瑞汽车,257,中型SUV,纯电动,2019.09,4年或10万公里
上汽大通MAXUS,大通G50,https://p3-dcd.byteimg.com/img/motor-mis-img/1f8cf3e8aa8da7a93d7fa90a0ed6e5d6~tplv-resize:640:0.png,725,"[7.78, 14.08]",上汽大通,258,紧凑型MPV,汽油,2024.03,3年或6万公里
福特,锐际,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e85d383a99d24b91b83a3b4e46f711fe~tplv-resize:640:0.png,721,"[14.38, 19.58]",长安福特,259,紧凑型SUV,汽油,2023.08,3年或10万公里
比亚迪,护卫舰 07,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/25da945746f842dbac9e8ec9d481fb6e~tplv-resize:640:0.png,705,"[17.28, 25.98]",比亚迪,260,中型SUV,插电式混合动力,2022.12,6年或15万公里
比亚迪,比亚迪e2,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b8781cd4b8d749f997db471d7ee5b563~tplv-resize:640:0.png,699,"[9.98, 10.68]",比亚迪,261,紧凑型车,纯电动,2023.04,6年或15万公里
起亚,赛图斯,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7fe56786e2be481da4a141a6d9364052~tplv-resize:640:0.png,697,"[11.99, 15.99]",起亚,262,紧凑型SUV,汽油,2023.04,3年或10万公里
东风风神,皓极,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/68b2913fe7a54330b67436f95718fb7e~tplv-resize:640:0.png,691,"[12.69, 14.69]",东风乘用车,263,紧凑型SUV,汽油,2023.10,3年或10万公里
大众,威然,https://p3-dcd.byteimg.com/img/motor-mis-img/5dc411ad7f5c2d9d8d69255c864cfded~tplv-resize:640:0.png,685,"[26.48, 37.78]",上汽大众,264,中大型MPV,汽油,2023.08,3年或10万公里
领克,领克09 EM-P,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/43d42784c111453bb242b0f9109ddab8~tplv-resize:640:0.png,683,"[28.79, 34.29]",领克,265,中大型SUV,插电式混合动力,2024.01,5年或10万公里
比亚迪,海豹,https://p9-dcd.byteimg.com/img/motor-mis-img/d7ab3d316e19b29973be27d746df2fa9~tplv-resize:640:0.png,678,"[18.48, 27.48]",比亚迪,266,中型车,纯电动,2023.05,6年或15万公里
江淮瑞风,瑞风M3,https://p9-dcd.byteimg.com/img/motor-mis-img/84b7fe67cf859ba3a518ab0d3d3bf073~tplv-resize:640:0.png,674,"[6.28, 12.49]",江汽集团,267,紧凑型MPV,油电混合,2023.12,3年或10万公里
东风风度,帕拉丁,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0bcc2774198b49a0888e3193bed0093a~tplv-resize:640:0.png,673,"[16.98, 23.98]",郑州日产,268,中型SUV,汽油,2024.02,3年或10万公里
奇瑞,风云A8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0b64ed1738ea4ac7ba2d7578b79d585c~tplv-resize:640:0.png,668,"[10.19, 13.19]",奇瑞汽车,269,紧凑型车,插电式混合动力,2024.01,3年或10万公里
广汽传祺,传祺GS4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0d580559172745108aaaa3b7e2aa8a18~tplv-resize:640:0.png,664,"[9.98, 10.68]",广汽乘用车,270,紧凑型SUV,汽油,2023.04,3年或10万公里
SWM斯威汽车,斯威G01,https://p3-dcd.byteimg.com/img/motor-mis-img/ebaf0a6393b02410b033ae200675abdc~tplv-resize:640:0.png,658,"[26.98, 26.98]",SWM斯威汽车,271,紧凑型SUV,汽油,2022.09,3年或6万公里
本田,ZR-V 致在,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d59738a62f53451bbcf05a4bc6bd907c~tplv-resize:640:0.png,587,"[12.49, 19.39]",广汽本田,281,紧凑型SUV,汽油,2023.02,3年或10万公里
阿维塔,阿维塔 11,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c080d03aba5e491496cc1dab532aded0~tplv-resize:640:0.png,579,"[30, 39]",阿维塔科技,282,中大型SUV,纯电动,2024.01,5年或12万公里
奥迪,奥迪A7L,https://p3-dcd.byteimg.com/img/motor-mis-img/2d8a5201cffa633101a59b71d00fafef~tplv-resize:640:0.png,577,"[37.87, 58.52]",上汽奥迪,283,中大型车,汽油,2024.03,3年或10万公里
红旗,红旗H9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5a83a84460054405a374db60196ea265~tplv-resize:640:0.png,562,"[25.98, 81]",一汽红旗,284,中大型车,48V轻混系统,2023.08,4年或10万公里
极石汽车,极石01,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e61b5702879c422bb768326b2b69a896~tplv-resize:640:0.png,552,"[34.99, 35.99]",北京汽车制造厂,285,中大型SUV,增程式,2023.08,5年或10万公里
哈弗,哈弗枭龙MAX,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/94de8037fafe42d78886694b51b82c12~tplv-resize:640:0.png,543,"[14.98, 16.98]",长城汽车,286,中型SUV,插电式混合动力,2023.05,6年或15万公里
丰田,凌放HARRIER,https://p3-dcd.byteimg.com/img/motor-mis-img/b797413d40370e0efc7a2dfa9b5e9cf7~tplv-resize:640:0.png,540,"[17.98, 26.68]",一汽丰田,287,中型SUV,汽油,2023.05,3年或10万公里
东风风光,风光MINIEV,https://p9-dcd.byteimg.com/img/motor-mis-img/d7c240b7c803e1ce776dddab51d26248~tplv-resize:640:0.png,537,"[3.26, 5.91]",东风小康,288,微型车,纯电动,2022.03,3年或10万公里
哪吒汽车,哪吒AYA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/181eb1cb372d46b292dc0c4da1a252a3~tplv-resize:640:0.png,536,"[6.58, 8.08]",合众汽车,289,小型SUV,纯电动,2023.08,3年或12万公里
北汽制造,锐胜王牌M7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9ab40d5c662d43be9e3e28282ab17ad7~tplv-resize:640:0.png,531,"[5.98, 15.68]",北京汽车制造厂,290,中大型MPV,汽油,2024.01,3年或6万公里
大众,ID.7 VIZZION,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3a499c1503f94e379f3ae8e665cf41ed~tplv-resize:640:0.png,523,"[22.78, 26.28]",一汽-大众,291,中型车,纯电动,2023.12,3年或10万公里
吉利汽车,吉利ICON,https://p3-dcd.byteimg.com/img/motor-mis-img/1c4d6a1078cf0ab10fec8126528059d4~tplv-resize:640:0.png,511,"[9.49, 11.49]",吉利汽车,292,小型SUV,汽油,2022.08,4年或10万公里
捷途,捷途山海L9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b9e5ca8991bf4b4e958169de5c91d192~tplv-resize:640:0.png,510,"[15.89, 18.09]",奇瑞汽车,293,中型SUV,插电式混合动力,2023.11,4年或10万公里
本田,本田UR-V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f475084cc3e44000a686ed8f7a955963~tplv-resize:640:0.png,509,"[20.48, 28.78]",东风本田,294,中型SUV,汽油,2023.06,3年或10万公里
领克,领克06 EM-P,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0b14beda740d47ea8db4e20cec55f377~tplv-resize:640:0.png,503,"[13.08, 15.28]",领克,295,小型SUV,插电式混合动力,2023.11,5年或10万公里
大众,迈腾GTE,https://p3-dcd.byteimg.com/img/motor-mis-img/aa0da3e462123203481abf9ce80822a1~tplv-resize:640:0.png,502,"[19.79, 21.29]",一汽-大众,296,中型车,插电式混合动力,2021.12,3年或10万公里
星途,星纪元 ES,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/37817ffe81ca4d6e81b819f76acb9970~tplv-resize:640:0.png,482,"[19.88, 31.98]",星途,297,中大型车,纯电动,2024.01,4年或12万公里
smart,smart精灵#1,https://p9-dcd.byteimg.com/img/motor-mis-img/d3dc084ea15c3a5ddb79094343132daa~tplv-resize:640:0.png,470,"[17.9, 28.49]",smart,298,小型SUV,纯电动,2024.01,4年或15万公里
奥迪,奥迪Q5L Sportback,https://p3-dcd.byteimg.com/img/motor-mis-img/2cc4f8515f1b80e13dab5fa1e84196f9~tplv-resize:640:0.png,463,"[31.46, 36.67]",一汽-大众奥迪,299,中型SUV,汽油,2023.10,3年或10万公里
丰田,凌尚,https://p3-dcd.byteimg.com/img/motor-mis-img/66e6bc900e196b8ffdb72e07bfe2b18e~tplv-resize:640:0.png,462,"[10.78, 13.78]",广汽丰田,300,紧凑型车,汽油,2023.03,3年或10万公里
SRM鑫源,海狮 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/0a74400a76f63118d3640c7b6367eeb0~tplv-resize:640:0.png,457,"[14.48, 14.68]",鑫源汽车新能源,301,微面,纯电动,2021.03,3年或6万公里
哈弗,哈弗二代大狗PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d11ce6a2cca84e77aa13a17c6b3e461e~tplv-resize:640:0.png,451,"[15.48, 16.78]",长城汽车,302,中型SUV,插电式混合动力,2023.02,6年或15万公里
长安,逸动EV,https://p9-dcd.byteimg.com/img/motor-mis-img/436afddc96adbf1bea9ad5e693d13a35~tplv-resize:640:0.png,449,"[14.99, 15.99]",长安汽车,303,紧凑型车,纯电动,2024.01,1年或12万公里
捷豹,捷豹XEL,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/738f5783073047c080a6da837c236b97~tplv-resize:640:0.png,447,"[19.5, 21.5]",奇瑞捷豹路虎,304,中型车,汽油,2023.10,3年或10万公里
大众,探岳X,https://p3-dcd.byteimg.com/img/motor-mis-img/2354614b33fc510dcae00876a4a23d77~tplv-resize:640:0.png,438,"[18.99, 21.99]",一汽-大众,305,中型SUV,汽油,2023.03,3年或10万公里
五菱汽车,凯捷Victory,https://p9-dcd.byteimg.com/img/motor-mis-img/5fff844965c8fbb2cb26be058db9e276~tplv-resize:640:0.png,431,"[8.28, 14.68]",上汽通用五菱,306,紧凑型MPV,汽油,2023.11,3年或10万公里
红旗,红旗HS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d88db156ed514c43a111d5f57a4e797d~tplv-resize:640:0.png,420,"[23.58, 31.58]",一汽红旗,307,中大型SUV,48V轻混系统,2023.08,4年或10万公里
广汽传祺,传祺ES9 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/15c11682cdb54abfa9538ad08c148c9c~tplv-resize:640:0.png,418,"[22.98, 26.98]",广汽乘用车,308,中大型SUV,插电式混合动力,2023.10,5年或15万公里
SWM斯威汽车,斯威大虎,https://p3-dcd.byteimg.com/img/motor-mis-img/58e560b3d39624fd34bf2c2fd9d0135f~tplv-resize:640:0.png,414,"[5.99, 7.89]",SWM斯威汽车,309,中型SUV,汽油,2022.08,3年或6万公里
蔚来,蔚来ES8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/94095b474bee49fe9cf4700d9f323b90~tplv-resize:640:0.png,414,"[49.8, 59.8]",蔚来,310,中大型SUV,纯电动,2024.02,3年或12万公里
极氪,ZEEKR X,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/33b96f679225419d89ce5e5e2d36ac47~tplv-resize:640:0.png,411,"[18.98, 22.98]",极氪,311,紧凑型SUV,纯电动,2024.01,4年或10万公里
江淮瑞风,瑞风E3,https://p3-dcd.byteimg.com/img/motor-mis-img/9b9b2bcb01b623c18ed53331a08ff11b~tplv-resize:640:0.png,410,"[16.48, 19.88]",江汽集团,312,紧凑型MPV,纯电动,2024.02,3年或10万公里
沃尔沃,沃尔沃XC40,https://p3-dcd.byteimg.com/img/motor-mis-img/6a1caf1b4b697cab56088b3ebb92180c~tplv-resize:640:0.png,406,"[21.5, 30]",沃尔沃亚太,313,紧凑型SUV,48V轻混系统,2023.07,3年不限公里
奔驰,奔驰EQB,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0ce310756305451683f1d6b201f17352~tplv-resize:640:0.png,405,"[18.94, 23.13]",北京奔驰,314,紧凑型SUV,纯电动,2023.09,3年不限公里
魏牌,高山,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e103bde0f6544d958a6284658161c38f~tplv-resize:640:0.png,403,"[33.58, 40.58]",长城汽车,315,中大型MPV,插电式混合动力,2023.10,6年或15万公里
凯迪拉克,凯迪拉克CT6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1effd18860ed46a9873ed3b7e2552f7b~tplv-resize:640:0.png,400,"[30.47, 41.47]",上汽通用凯迪拉克,316,中大型车,汽油,2023.05,3年不限公里
现代,库斯途,https://p3-dcd.byteimg.com/img/motor-mis-img/b8003b7e07498026bae4c0eef2ac8b4f~tplv-resize:640:0.png,400,"[15.08, 19.98]",北京现代,317,中大型MPV,汽油,2022.05,5年或10万公里
智己汽车,智己LS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/54f6f3a1df194fefb451ad6404921f0a~tplv-resize:640:0.png,395,"[24.98, 44.98]",智己汽车,318,中大型SUV,纯电动,2023.06,5年或15万公里
星途,星途揽月,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c271cffb3ca74bedaa33e218863439d4~tplv-resize:640:0.png,392,"[17.59, 22.09]",星途,319,中大型SUV,汽油,2023.11,3年或10万公里
吉利几何,吉利几何G6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2aa2a7143c4c4d849d972ea8ee260ca2~tplv-resize:640:0.png,392,"[11.98, 18.28]",吉利几何,320,紧凑型车,纯电动,2023.09,4年或12万公里
启辰,启辰VX6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/de8d87c33dcb4bcbb18ea3db22b8462c~tplv-resize:640:0.png,386,"[13.59, 15.39]",东风日产,321,紧凑型SUV,纯电动,2023.11,3年或10万公里
五菱汽车,五菱星云,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8e1e7ccb63a5461ca752b715b97dcba2~tplv-resize:640:0.png,386,"[8.68, 10.28]",上汽通用五菱,322,紧凑型SUV,油电混合,2023.09,3年或10万公里
比亚迪,唐EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0e4eb3c18a9b4970b9fb9102879d383a~tplv-resize:640:0.png,380,"[21.98, 26.98]",比亚迪,323,中型SUV,纯电动,2023.08,6年或15万公里
奥迪,奥迪Q6,https://p3-dcd.byteimg.com/img/motor-mis-img/f2c6590230ea9e5dafc638dfb7091ab0~tplv-resize:640:0.png,370,"[43.96, 57.56]",上汽奥迪,324,中大型SUV,汽油,2024.01,3年或10万公里
五菱汽车,五菱Air ev晴空,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8c27ef5a5a234a1d8d74da44fb388893~tplv-resize:640:0.png,369,"[5.38, 6.58]",上汽通用五菱,325,微型车,纯电动,2022.12,3年或10万公里
岚图,岚图追光 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f403f07775ae4a8f8f23694d07236baa~tplv-resize:640:0.png,366,"[24.28, 26.78]",岚图汽车,326,中大型车,插电式混合动力,2023.12,5年或10万公里
大众,途铠,https://p3-dcd.byteimg.com/img/motor-mis-img/c21b08981b849be7a38cfb49f038d530~tplv-resize:640:0.png,366,"[9.59, 14.19]",上汽大众,327,小型SUV,汽油,2023.05,3年或10万公里
哈弗,哈弗H5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe308dc65e0c4b218cd26a55fc3b8728~tplv-resize:640:0.png,364,"[11.98, 15.48]",长城汽车,328,大型SUV,汽油,2024.03,3年或10万公里
奔驰,奔驰EQE,https://p3-dcd.byteimg.com/img/motor-mis-img/4ea57237b66d26a84ae6dcc9adc0af6f~tplv-resize:640:0.png,364,"[28.13, 33.43]",北京奔驰,329,中大型车,纯电动,2022.08,3年不限公里
别克,别克E5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/433e3405bbac450d83a939bd75ae6c16~tplv-resize:640:0.png,363,"[16.99, 24.99]",上汽通用别克,330,中大型SUV,纯电动,2024.02,3年或10万公里
飞凡汽车,飞凡R7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0411511da1c7449094e840d419972f01~tplv-resize:640:0.png,361,"[18.99, 22.99]",飞凡汽车,331,中大型SUV,纯电动,2023.11,5年或12万公里
大运,远志M1,https://p3-dcd.byteimg.com/img/motor-mis-img/1391df865bb70731fc6a7ad8cce7f124~tplv-resize:640:0.png,359,"[17.78, 28.88]",大运汽车,332,中型MPV,纯电动,2023.11,3年或12万公里
本田,雅阁 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/22cc55c748b24c929e94f9ab5fe5b4f2~tplv-resize:640:0.png,357,"[20.58, 23.88]",广汽本田,333,中型车,插电式混合动力,2024.01,3年或10万公里
林肯,林肯Z,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a305562de81246adb67682d952cbf6c9~tplv-resize:640:0.png,355,"[21.58, 34.58]",长安林肯,334,中型车,汽油,2024.03,5年或14万公里
北汽制造,元宝,https://p9-dcd.byteimg.com/img/motor-mis-img/99bb51329fafa5120ad763c8e97a3c22~tplv-resize:640:0.png,352,"[2.97, 5.19]",北京汽车制造厂,335,微型车,纯电动,2023.03,3年或10万公里
捷豹,捷豹XFL,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ff4471d5fe15485abe12491dc23c2c78~tplv-resize:640:0.png,351,"[24.53, 33]",奇瑞捷豹路虎,336,中大型车,汽油,2024.02,3年或10万公里
起亚,奕跑,https://p3-dcd.byteimg.com/img/motor-mis-img/3634d1e1b33e9b6c6c8163d55fcca20c~tplv-resize:640:0.png,348,"[6.93, 8.33]",起亚,337,小型SUV,汽油,2021.06,3年或10万公里
江铃集团新能源,小麒麟,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d13f128f45534d52b3ea09b9214b96b2~tplv-resize:640:0.png,340,"[4.99, 5.89]",江铃集团新能源,338,微型车,纯电动,2023.08,3年或6万公里
长安欧尚,奔奔E-Star,https://p9-dcd.byteimg.com/img/motor-mis-img/5a66c6bc0c1d71c7e6f68f53b902d1b9~tplv-resize:640:0.png,339,"[6.79, 6.79]",长安汽车,339,小型车,纯电动,2023.05,3年或12万公里
东风风光,风光500,https://p3-dcd.byteimg.com/img/motor-mis-img/e70c2c39ab8b0a1e6e4d38c67e96c92f~tplv-resize:640:0.png,335,"[5.68, 8.58]",东风小康,340,紧凑型SUV,汽油,2021.08,7年或15万公里
福特,领裕,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/af5d7d24a04348fa954883a25310b018~tplv-resize:640:0.png,325,"[14.88, 19.68]",江铃福特,341,中大型SUV,汽油,2023.02,3年或10万公里
丰田,奕泽IZOA,https://p3-dcd.byteimg.com/img/motor-mis-img/032f79481ca76533e7a56d98770ad4e3~tplv-resize:640:0.png,325,"[12.48, 16.48]",一汽丰田,342,小型SUV,汽油,2023.05,3年或10万公里
五菱汽车,五菱征程,https://p3-dcd.byteimg.com/img/motor-mis-img/14a5f4d31b2390bbe29d1e2ed5c86725~tplv-resize:640:0.png,325,"[6.98, 9.03]",上汽通用五菱,343,中大型MPV,汽油,2022.09,3年或6万公里
奔驰,奔驰EQA,https://p3-dcd.byteimg.com/img/motor-mis-img/479c2d42a3fdaafed831cd8b668c751e~tplv-resize:640:0.png,319,"[16.27, 16.27]",北京奔驰,344,紧凑型SUV,纯电动,2023.09,3年不限公里
本田,本田e:NS1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a57ed27aacd44b481e78ac2404d68e1~tplv-resize:640:0.png,318,"[14.7, 19]",东风本田,345,小型SUV,纯电动,2022.04,3年或12万公里
凯翼,凯翼昆仑,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a385d82599504854a61d9db1639a5daf~tplv-resize:640:0.png,317,"[9.99, 16.99]",凯翼汽车,346,中型SUV,汽油,2023.03,4年或10万公里
斯柯达,速派,https://p3-dcd.byteimg.com/img/motor-mis-img/2b48a7e90d9cc764cb4828a3de87e1f4~tplv-resize:640:0.png,313,"[13.19, 15.19]",上汽大众斯柯达,347,中型车,汽油,2023.11,3年或10万公里
日产,探陆,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1e9d215e79504327b7fcee191d8caaf4~tplv-resize:640:0.png,312,"[21.28, 27.48]",东风日产,348,中大型SUV,汽油,2024.03,3年或10万公里
马自达,马自达CX-50行也,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cd69fe0e126842e7ac2d6c942972143f~tplv-resize:640:0.png,312,"[14.98, 22.68]",长安马自达,349,紧凑型SUV,汽油,2023.05,3年或10万公里
本田,本田CR-V PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0047a45a573a45fcbfe7e58c31d36acd~tplv-resize:640:0.png,311,"[21.09, 25.49]",东风本田,350,紧凑型SUV,插电式混合动力,2023.03,3年或10万公里
雪佛兰,迈锐宝XL,https://p3-dcd.byteimg.com/img/motor-mis-img/8171a91a9f3017a9001e682797dc5f77~tplv-resize:640:0.png,311,"[11.09, 15.49]",上汽通用雪佛兰,351,中型车,汽油,2023.06,3年或10万公里
东风风光,风光330,https://p9-dcd.byteimg.com/img/motor-mis-img/6f7c31bce10482b0e6b2db15654441e8~tplv-resize:640:0.png,302,"[4.19, 6.88]",东风小康,352,紧凑型MPV,汽油,2023.10,7年或20万公里
东风风行,风行雷霆,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/208be4380d144330a1968e5c32356d41~tplv-resize:640:0.png,302,"[11.49, 22.49]",东风风行,353,紧凑型SUV,纯电动,2023.11,8年或16万公里
创维汽车,创维HT-i,https://p3-dcd.byteimg.com/img/motor-mis-img/7f6a5a194cb36018cb6e25a5f1a0b9e9~tplv-resize:640:0.png,300,"[12.58, 31.68]",创维汽车,354,中型SUV,插电式混合动力,2024.03,5年或15万公里
起亚,智跑,https://p9-dcd.byteimg.com/img/motor-mis-img/93ee7cb27ef156bcbacc11dc008960e1~tplv-resize:640:0.png,300,"[12.98, 14.78]",起亚,355,紧凑型SUV,汽油,2021.07,5年或10万公里
iCAR,iCAR 03,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7891f1e871dd46ba97a43cb90fc7ee80~tplv-resize:640:0.png,296,"[10.98, 16.98]",奇瑞新能源,356,紧凑型SUV,纯电动,2024.02,4年或12万公里
大众,探影,https://p9-dcd.byteimg.com/img/motor-mis-img/1f13ff8a44ab52143390f45ff0a7b8b5~tplv-resize:640:0.png,295,"[8.59, 13.09]",一汽-大众,357,小型SUV,汽油,2023.09,3年或10万公里
腾势,腾势N7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c20f7e65103b4758bbb66f1a595f799c~tplv-resize:640:0.png,294,"[25.18, 32.98]",腾势汽车,358,中型SUV,纯电动,2023.07,6年或15万公里
奔驰,奔驰EQE SUV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/da44c6ddf2c749f9b375e91baaeecd08~tplv-resize:640:0.png,293,"[29.52, 43.98]",北京奔驰,359,中大型SUV,纯电动,2023.12,3年不限公里
北京,北京BJ60,https://p9-dcd.byteimg.com/img/motor-mis-img/a1d19a6232689b9e0f3e59ac314a91c7~tplv-resize:640:0.png,293,"[23.98, 28.58]",北京汽车,360,中大型SUV,48V轻混系统,2023.09,5年或15万公里
凯翼,凯翼拾月,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d654726800a34ad197462e1a65864112~tplv-resize:640:0.png,289,"[5.39, 9.98]",凯翼汽车,361,微型车,纯电动,2023.11,3年或12万公里
奥迪,奥迪Q3 Sportback,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5bcc38dbfe224058a45bfccef3d561c4~tplv-resize:640:0.png,287,"[20.5, 25.33]",一汽-大众奥迪,362,紧凑型SUV,汽油,2023.08,3年或10万公里
斯柯达,柯米克GT,https://p3-dcd.byteimg.com/img/motor-mis-img/b107ac26e249c23a271698a4c770fb62~tplv-resize:640:0.png,283,"[9.99, 9.99]",上汽大众斯柯达,363,小型SUV,汽油,2023.11,3年或10万公里
东风风光,风光380,https://p3-dcd.byteimg.com/img/motor-mis-img/e87c65ae4c1e522f6a6e6c7eb2ed110d~tplv-resize:640:0.png,281,"[5.28, 6.08]",东风小康,364,微面,汽油,2022.06,3年或6万公里
哈弗,哈弗H9,https://p3-dcd.byteimg.com/img/motor-mis-img/f4d73dc8d64af9db71aa8ab11543b329~tplv-resize:640:0.png,279,"[19.48, 25.98]",长城汽车,365,中大型SUV,汽油,2021.09,3年或10万公里
